Rank,Release Group,Worldwide,Domestic,Foreign,filename,year,Domestic %,Foreign %
1044,Gintama Live Action the Movie,45746967,0,45746967,2017.csv,2017.0,0.0,1.0
1045,Somewhere Only We Know,45737711,482341,45255370,2015.csv,2015.0,0.010545805407708313,0.9894541945922917
1046,Chasing the Dragon II: Wild Wild Bunch,45733356,196634,45536722,2019.csv,2019.0,0.004299575128490461,0.9957004248715096
1047,"McFarland, USA",45710059,44482410,1227649,2015.csv,2015.0,0.9731426949153577,0.026857305084642312
1048,Judy,45701880,24313888,21387992,2019.csv,2019.0,0.5320106743967644,0.4679893256032356
1049,Guilty of Mind,45698503,0,45698503,2017.csv,2017.0,0.0,1.0
1050,Earth to Echo,45681062,38934842,6746220,2014.csv,2014.0,0.8523191076424624,0.14768089235753756
1051,That Awkward Moment,45640143,26068955,19571188,2014.csv,2014.0,0.5711847791537376,0.42881522084626245
1052,The Fabelmans,45635940,17348945,28286995,2022.csv,2022.0,0.3801596943111066,0.6198403056888935
1053,Bajrangi Bhaijaan 2018 Re-release,45579004,0,45579004,2018.csv,2018.0,0.0,1.0
1054,Hero,45565534,88675,45476859,2015.csv,2015.0,0.0019460981188105905,0.9980539018811894
1055,Ruby Gillman: Teenage Kraken,45522036,15753600,29768436,2023.csv,2023.0,0.3460653649146976,0.6539346350853025
1056,Love on the Cloud,45386560,271734,45114826,2014.csv,2014.0,0.005987102789900799,0.9940128972100992
1057,Barbarian,45352337,40842944,4509393,2022.csv,2022.0,0.9005697765916671,0.09943022340833285
1058,Tanhaji: The Unsung Warrior,45221814,0,45221814,2020.csv,2020.0,0.0,1.0
1059,In the Heights,45175167,29975167,15200000,2021.csv,2021.0,0.6635319577235874,0.33646804227641264
1060,Blair Witch,45173154,20777061,24396093,2016.csv,2016.0,0.4599426686035693,0.5400573313964308
1061,Flatliners,45158254,16883115,28275139,2017.csv,2017.0,0.3738655396198445,0.6261344603801555
1062,Boonie Bears: The Big Top Secret,45150390,0,45150390,2016.csv,2016.0,0.0,1.0
1063,Love Will Tear Us Apart,45060290,0,45060290,2021.csv,2021.0,0.0,1.0
1064,Child's Play,44907074,29208403,15698671,2019.csv,2019.0,0.6504187513976083,0.3495812486023917
1065,Still Alice,44779195,18754371,26024824,2015.csv,2015.0,0.41881885103115407,0.5811811489688459
1066,Prey for the Devil,44658929,19802293,24856636,2022.csv,2022.0,0.44341173072018814,0.5565882692798119
1067,Richard Jewell,44645542,22345542,22300000,2019.csv,2019.0,0.5005100397258029,0.4994899602741971
1068,Bad Genius,44560421,0,44560421,2017.csv,2017.0,0.0,1.0
1069,Mother!,44516999,17800004,26716995,2017.csv,2017.0,0.3998473482006278,0.6001526517993722
1070,Oculus,44446287,27695246,16751041,2014.csv,2014.0,0.6231172021185931,0.37688279788140683
1071,Unhinged,44331465,20831465,23500000,2020.csv,2020.0,0.4699024722056896,0.5300975277943104
1072,The Great Hypnotist,44077818,0,44077818,2014.csv,2014.0,0.0,1.0
1073,Winchester,44019588,25091816,18927772,2018.csv,2018.0,0.5700147852360635,0.4299852147639365
1074,Kick,43996483,2472695,41523788,2014.csv,2014.0,0.056202105972879696,0.9437978940271203
1075,Renaissance: A Film by Beyoncé,43989684,33889684,10100000,2023.csv,2023.0,0.7704007148585109,0.22959928514148908
1076,Wind River,43980821,33800859,10179962,2017.csv,2017.0,0.7685363354176585,0.23146366458234147
1077,Max,43956255,42656255,1300000,2015.csv,2015.0,0.970425141996287,0.029574858003713008
1078,The End of Endless Love,43950000,0,43950000,2020.csv,2020.0,0.0,1.0
1079,Battle of Memories,43892362,594552,43297810,2017.csv,2017.0,0.01354568250393998,0.98645431749606
1080,Café Society,43763247,11103205,32660042,2016.csv,2016.0,0.25371072215002693,0.746289277849973
1081,The DUFF,43709744,34030343,9679401,2015.csv,2015.0,0.7785527867653491,0.22144721323465083
1082,League of Gods,43498766,181633,43317133,2016.csv,2016.0,0.004175589716728976,0.9958244102832711
1083,The War with Grandpa,43387638,21277892,22109746,2020.csv,2020.0,0.49041369802154244,0.5095863019784576
1084,Harriet,43347017,43082155,264862,2019.csv,2019.0,0.9938897294824232,0.006110270517576792
1085,The Snowman,43155261,6700035,36455226,2017.csv,2017.0,0.1552541878961177,0.8447458121038823
1086,A Shaun the Sheep Movie: Farmageddon,43100248,0,43100248,2019.csv,2019.0,0.0,1.0
1087,Annihilation,43070915,32732301,10338614,2018.csv,2018.0,0.7599629819798349,0.2400370180201651
1088,Gifted,43046590,24801212,18245378,2017.csv,2017.0,0.5761481223019059,0.42385187769809407
1089,The Possession of Hannah Grace,43016528,14837422,28179106,2018.csv,2018.0,0.3449237465190124,0.6550762534809876
1090,Legend,42972994,1872994,41100000,2015.csv,2015.0,0.04358537364187378,0.9564146263581262
1091,The Gallows,42964410,22764410,20200000,2015.csv,2015.0,0.5298434215668271,0.47015657843317293
1092,Asterix and Obelix: Mansion of the Gods,42830578,0,42830578,2014.csv,2014.0,0.0,1.0
1093,Spirit Untamed,42717215,17716215,25001000,2021.csv,2021.0,0.4147324445191476,0.5852675554808524
1094,Peninsula,42698327,1231407,41466920,2020.csv,2020.0,0.02883970137752704,0.971160298622473
1095,Son of a Rich 2,42595834,0,42595834,2023.csv,2023.0,0.0,1.0
1096,Almost Christmas,42580920,42158780,422140,2016.csv,2016.0,0.9900861700498721,0.009913829950127897
1097,Thermae Romae II,42473163,0,42473163,2014.csv,2014.0,0.0,1.0
1098,Paws of Fury: The Legend of Hank,42431358,17811382,24619976,2022.csv,2022.0,0.4197693130632303,0.5802306869367697
1099,Love the Coopers,42426912,26302731,16124181,2015.csv,2015.0,0.6199539339558816,0.3800460660441184
1100,Loving Vincent,42187665,6735118,35452547,2017.csv,2017.0,0.15964661708582353,0.8403533829141765
1101,The Throne,42165755,0,42165755,2015.csv,2015.0,0.0,1.0
1102,Monster Hunter,42145959,15162470,26983489,2020.csv,2020.0,0.3597609441037989,0.6402390558962011
1103,Long Day's Journey Into Night,42140994,521365,41619629,2018.csv,2018.0,0.01237191984602926,0.9876280801539707
1104,Call Me by Your Name,42112584,18095701,24016883,2017.csv,2017.0,0.4296981871262044,0.5703018128737957
1105,Bang Bang,42045981,2546172,39499809,2014.csv,2014.0,0.060556846087144456,0.9394431539128556
1106,Detective Conan: The Sniper from Another Dimension,42028116,0,42028116,2014.csv,2014.0,0.0,1.0
1107,Mary and the Witch's Flower,41978431,2418404,39560027,2017.csv,2017.0,0.05761063342267366,0.9423893665773263
1108,Resident Evil: Welcome to Raccoon City,41914915,17000612,24914303,2021.csv,2021.0,0.40559815044358316,0.5944018495564168
1109,Rurouni Kenshin: The Legend Ends,41900000,0,41900000,2014.csv,2014.0,0.0,1.0
1110,"As Above, So Below",41898409,21321100,20577309,2014.csv,2014.0,0.5088761246280259,0.49112387537197416
1111,T2 Trainspotting,41681746,2402004,39279742,2017.csv,2017.0,0.05762724047116452,0.9423727595288355
1112,Overlord,41657844,21704844,19953000,2018.csv,2018.0,0.5210265802522089,0.47897341974779106
1113,The Great Battle,41509280,472166,41037114,2018.csv,2018.0,0.0113749503725432,0.9886250496274568
1114,Fighting with My Family,41503392,22958886,18544506,2019.csv,2019.0,0.55318095446271,0.44681904553729007
1115,The Lady in the Van,41387687,10021175,31366512,2015.csv,2015.0,0.24212938017048405,0.757870619829516
1116,Ricki and the Flash,41325328,26822144,14503184,2015.csv,2015.0,0.6490485447568619,0.35095145524313803
1117,This Is Where I Leave You,41296320,34296320,7000000,2014.csv,2014.0,0.8304933708378858,0.1695066291621142
1118,Fist Fight,41187017,32187017,9000000,2017.csv,2017.0,0.7814845391692241,0.21851546083077586
1119,The Darkest Minds,41142379,12695691,28446688,2018.csv,2018.0,0.30857940908084097,0.6914205909191591
1120,"Lost, Found",41043552,0,41043552,2018.csv,2018.0,0.0,1.0
1121,Underwater,40882928,17291078,23591850,2020.csv,2020.0,0.4229412824834855,0.5770587175165145
1122,The Circle,40656399,20497844,20158555,2017.csv,2017.0,0.504172639588666,0.495827360411334
1123,Spy x Family Code: White,40647474,0,40647474,2023.csv,2023.0,0.0,1.0
1124,Spiral,40618920,23216862,17402058,2021.csv,2021.0,0.571577530864927,0.42842246913507304
1125,Spanish Affair 2,40591862,0,40591862,2015.csv,2015.0,0.0,1.0
1126,Holmes & Watson,40466970,30573626,9893344,2018.csv,2018.0,0.7555205146320567,0.24447948536794328
1127,The Witch,40423945,25138705,15285240,2016.csv,2016.0,0.6218765882449128,0.37812341175508724
1128,Masquerade Hotel,40396244,0,40396244,2019.csv,2019.0,0.0,1.0
1129,80 for Brady,40362938,39330588,1032350,2023.csv,2023.0,0.9744233187385913,0.025576681261408673
1130,Carol,40272135,12711491,27560644,2015.csv,2015.0,0.3156398586764769,0.6843601413235231
1131,"Miraculous: Ladybug & Cat Noir, the Movie",40169957,0,40169957,2023.csv,2023.0,0.0,1.0
1132,Boonie Bears: To the Rescue,40163675,0,40163675,2014.csv,2014.0,0.0,1.0
1133,Diary of a Wimpy Kid: The Long Haul,40140972,20738724,19402248,2017.csv,2017.0,0.5166472799911273,0.48335272000887275
1134,The Wild Life,40075446,8005586,32069860,2016.csv,2016.0,0.19976286726790266,0.8002371327320974
1135,Snake Eyes,40064325,28264325,11800000,2021.csv,2021.0,0.7054736352103773,0.2945263647896227
1136,Northern Limit Line,40034677,337907,39696770,2015.csv,2015.0,0.008440357842777151,0.9915596421572228
1137,Love O2O,39969537,0,39969537,2016.csv,2016.0,0.0,1.0
1138,Brotherhood of Blades 2,39966092,14204,39951888,2017.csv,2017.0,0.0003554012736596813,0.9996445987263404
1139,Bloodshot,39861118,12561824,27299294,2020.csv,2020.0,0.315139781076888,0.684860218923112
1140,The Last Wish,39756292,0,39756292,2019.csv,2019.0,0.0,1.0
1141,Midnight Runners,39730433,0,39730433,2017.csv,2017.0,0.0,1.0
1142,Tokyo Revengers,39714624,0,39714624,2021.csv,2021.0,0.0,1.0
1143,The Forest,39712000,26594261,13117739,2016.csv,2016.0,0.6696782080983078,0.3303217919016922
1144,The November Man,39661919,25018119,14643800,2014.csv,2014.0,0.6307843803523475,0.3692156196476524
1145,Nightmare Alley,39629195,11338107,28291088,2021.csv,2021.0,0.2861049032159245,0.7138950967840755
1146,Intimate Strangers,39576060,0,39576060,2018.csv,2018.0,0.0,1.0
1147,Thugs of Hindostan,39570044,1449848,38120196,2018.csv,2018.0,0.0366400401273246,0.9633599598726754
1148,Recep Ivedik 4,39477906,0,39477906,2014.csv,2014.0,0.0,1.0
1149,Nomadland,39458207,3700000,35758207,2021.csv,2021.0,0.09377009958916785,0.9062299004108322
1150,King Richard,39429285,15129285,24300000,2021.csv,2021.0,0.38370680574096133,0.6162931942590387
1151,Sin City: A Dame to Kill For,39407616,13757804,25649812,2014.csv,2014.0,0.3491153588179503,0.6508846411820497
1152,Uri: The Surgical Strike,39346577,4186168,35160409,2019.csv,2019.0,0.10639217739322025,0.8936078226067797
1153,The Gambler,39280992,33680992,5600000,2014.csv,2014.0,0.8574374089126874,0.14256259108731267
1154,Ferrari,39220516,18550028,20670488,2023.csv,2023.0,0.47296746427303504,0.527032535726965
1155,Absolutely Fabulous: The Movie,39219109,4772155,34446954,2016.csv,2016.0,0.12167933238870877,0.8783206676112912
1156,My Mom Is a Character 2,39195565,0,39195565,2016.csv,2016.0,0.0,1.0
1157,Sink or Swim,39193850,0,39193850,2018.csv,2018.0,0.0,1.0
1158,Samba,39178695,151530,39027165,2014.csv,2014.0,0.0038676632797493638,0.9961323367202506
1159,Show Dogs,39156854,17857020,21299834,2018.csv,2018.0,0.4560381689499366,0.5439618310500635
1160,Women Who Flirt,39156132,375495,38780637,2014.csv,2014.0,0.009589685722787941,0.990410314277212
1161,Masterpiece Mystery: Sherlock: The Abominable Bride,39139204,0,39139204,2016.csv,2016.0,0.0,1.0
1162,Ex-Files 2: The Backup Strikes Back,39108291,0,39108291,2015.csv,2015.0,0.0,1.0
1163,Believer,39047153,365639,38681514,2018.csv,2018.0,0.009364037372968011,0.990635962627032
1164,There's Still Tomorrow,38967744,0,38967744,2023.csv,2023.0,0.0,1.0
1165,Forbidden Empire 2014 Re-release,38885962,0,38885962,2014.csv,2014.0,0.0,1.0
1166,The Spy Gone North,38844509,500803,38343706,2018.csv,2018.0,0.012892504317663018,0.987107495682337
1167,My Big Fat Greek Wedding 3,38829246,28496030,10333216,2023.csv,2023.0,0.7338805909339574,0.26611940906604264
1168,Criminal,38803993,14708696,24095297,2015.csv,2015.0,0.3790510940459143,0.6209489059540857
1169,On the Basis of Sex,38673750,24622687,14051063,2018.csv,2018.0,0.6366769966708685,0.36332300332913153
1170,"Crouching Tiger, Hidden Dragon: Sword of Destiny",38659039,0,38659039,2016.csv,2016.0,0.0,1.0
1171,The Best of Me,38609668,26766213,11843455,2014.csv,2014.0,0.6932515710831805,0.30674842891681947
1172,Taxi 5,38598227,0,38598227,2018.csv,2018.0,0.0,1.0
1173,The Iron Claw,38591809,34880807,3711002,2023.csv,2023.0,0.9038396463871388,0.09616035361286121
1174,Million Dollar Arm,38483455,36457627,2025828,2014.csv,2014.0,0.9473584687237672,0.05264153127623286
1175,Boruto: Naruto the Movie,38362448,919651,37442797,2015.csv,2015.0,0.023972688082887723,0.9760273119171122
1176,The Lazarus Effect,38356892,25801570,12555322,2015.csv,2015.0,0.6726710287162996,0.3273289712837005
1177,The Holdovers,38283988,19970705,18313283,2023.csv,2023.0,0.5216464125942156,0.4783535874057844
1178,Arashi Anniversary Tour 5 x 20 Film: Record of Memories,38052695,0,38052695,2021.csv,2021.0,0.0,1.0
1179,But Always,38039248,430760,37608488,2014.csv,2014.0,0.011324093473141214,0.9886759065268588
1180,The Invitation,38036130,25100080,12936050,2022.csv,2022.0,0.6599009941337355,0.3400990058662645
1181,Overcomer,38026103,34746945,3279158,2019.csv,2019.0,0.9137656046426845,0.08623439535731547
1182,Helios,37938005,0,37938005,2015.csv,2015.0,0.0,1.0
1183,Expend4bles,37917985,16710153,21207832,2023.csv,2023.0,0.44069200934596076,0.5593079906540392
1184,The King,37886707,0,37886707,2017.csv,2017.0,0.0,1.0
1185,Hell or High Water,37879877,27007844,10872033,2016.csv,2016.0,0.7129865812394269,0.28701341876057307
1186,Mission Milano,37749848,0,37749848,2016.csv,2016.0,0.0,1.0
1187,The Handmaiden,37692886,2006788,35686098,2016.csv,2016.0,0.05324049742436809,0.9467595025756319
1188,The Yinyang Master,37690000,0,37690000,2021.csv,2021.0,0.0,1.0
1189,Pokémon the Movie: I Choose You!,37552144,2401722,35150422,2017.csv,2017.0,0.06395698738266449,0.9360430126173355
1190,Fat Buddies,37496410,0,37496410,2018.csv,2018.0,0.0,1.0
1191,Doraemon the Movie: Nobita's Sky Utopia,37475850,0,37475850,2023.csv,2023.0,0.0,1.0
1192,A Walk in the Woods,37461274,29504281,7956993,2015.csv,2015.0,0.7875941699153104,0.21240583008468958
1193,T-34,37410850,0,37410850,2019.csv,2019.0,0.0,1.0
1194,Sarileru Neekevvaru,37389889,821000,36568889,2020.csv,2020.0,0.021957807898279665,0.9780421921017204
1195,Pain and Glory,37359689,4567338,32792351,2019.csv,2019.0,0.12225310547954508,0.877746894520455
1196,Snowden,37357216,21587519,15769697,2016.csv,2016.0,0.5778674460109662,0.4221325539890339
1197,Home Again,37270721,27020284,10250437,2017.csv,2017.0,0.7249734718037786,0.27502652819622136
1198,A Witness Out of the Blue,37092694,0,37092694,2019.csv,2019.0,0.0,1.0
1199,Orphan: First Kill,37083743,5413227,31670516,2022.csv,2022.0,0.14597304808201264,0.8540269519179874
1200,Till The End Of The World,37013733,118660,36895073,2018.csv,2018.0,0.003205837141582018,0.9967941628584179
1201,Rurouni Kenshin: Final Chapter Part I - The Final,36964978,0,36964978,2021.csv,2021.0,0.0,1.0
1202,2.0,36945969,4152000,32793969,2018.csv,2018.0,0.11238032490093845,0.8876196750990616
1203,Devil's Due,36921560,15821461,21100099,2014.csv,2014.0,0.42851550692874296,0.571484493071257
1204,Ex Machina,36869414,25442958,11426456,2015.csv,2015.0,0.6900830590906598,0.3099169409093402
1205,Smugglers,36851831,0,36851831,2023.csv,2023.0,0.0,1.0
1206,The Adventurers,36796816,216556,36580260,2017.csv,2017.0,0.0058851831093211975,0.9941148168906788
1207,The Untold Tale of the Three Kingdoms,36747486,0,36747486,2020.csv,2020.0,0.0,1.0
1208,Burnt,36606743,13651946,22954797,2015.csv,2015.0,0.3729352813496683,0.6270647186503318
1209,The Intruder,36599361,35419122,1180239,2019.csv,2019.0,0.9677524697767265,0.03224753022327357
1210,The Priests,36577134,185093,36392041,2015.csv,2015.0,0.005060347265042691,0.9949396527349573
1211,Kingdom 3,36259522,0,36259522,2023.csv,2023.0,0.0,1.0
1212,Ride On,36258730,128950,36129780,2023.csv,2023.0,0.00355638490371836,0.9964436150962817
1213,A Most Wanted Man,36233517,17237855,18995662,2014.csv,2014.0,0.4757433566275115,0.5242566433724886
1214,Nobunaga Concerto: The Movie,36187594,0,36187594,2016.csv,2016.0,0.0,1.0
1215,The Confidence Man JP: Princess,36109913,0,36109913,2020.csv,2020.0,0.0,1.0
1216,The Door Lock,36100000,0,36100000,2021.csv,2021.0,0.0,1.0
1217,Nothing to Lose,36075317,1016188,35059129,2018.csv,2018.0,0.028168512005036575,0.9718314879949634
1218,Strays,36026155,23988885,12037270,2023.csv,2023.0,0.6658741406070118,0.3341258593929882
1219,Kundo: Age of the Rampant,35941291,280958,35660333,2014.csv,2014.0,0.00781713711953196,0.9921828628804681
1220,Doraemon the Movie: The New Records of Nobita's Spaceblazer 2014 Re-release,35861856,0,35861856,2014.csv,2014.0,0.0,1.0
1221,The New Adventures of Aladdin,35771820,0,35771820,2015.csv,2015.0,0.0,1.0
1222,Heidi,35755670,0,35755670,2015.csv,2015.0,0.0,1.0
1223,"Tad, the Lost Explorer, and the Secret of King Midas",35704046,5874,35698172,2017.csv,2017.0,0.00016451916962016014,0.9998354808303799
1224,Hostiles,35669017,29819114,5849903,2017.csv,2017.0,0.835994835517895,0.164005164482105
1225,Roald Dahl's Matilda the Musical,35617120,0,35617120,2022.csv,2022.0,0.0,1.0
1226,The Queen's Corgi,35515687,0,35515687,2019.csv,2019.0,0.0,1.0
1227,Mia and the White Lion,35487190,399471,35087719,2018.csv,2018.0,0.011256766173934877,0.9887432338260651
1228,Room,35401758,14677654,20724104,2015.csv,2015.0,0.4146024047732319,0.5853975952267682
1229,The Water Diviner,35396641,4196641,31200000,2014.csv,2014.0,0.11856043063521197,0.8814395693647881
1230,Namiya,35351623,70814,35280809,2017.csv,2017.0,0.0020031329254670996,0.997996867074533
1231,Eye in the Sky,35259653,18704595,16555058,2016.csv,2016.0,0.5304815393390286,0.46951846066097136
1232,Les Tuche 2: The American Dream,35210425,0,35210425,2016.csv,2016.0,0.0,1.0
1233,Destiny: The Tale of Kamakura,35166640,0,35166640,2017.csv,2017.0,0.0,1.0
1234,The Girl in the Spider's Web,35164920,14841338,20323582,2018.csv,2018.0,0.42204953118050603,0.577950468819494
1235,The Liquidator,35046130,0,35046130,2017.csv,2017.0,0.0,1.0
1236,We Made a Beautiful Bouquet,34975905,0,34975905,2021.csv,2021.0,0.0,1.0
1237,Kingdom II: Harukanaru Daichi e,34963395,0,34963395,2022.csv,2022.0,0.0,1.0
1238,When Marnie Was There,34949567,561085,34388482,2014.csv,2014.0,0.016054133088401354,0.9839458669115987
1239,The Hate U Give,34934009,29719483,5214526,2018.csv,2018.0,0.8507321046376326,0.14926789536236737
1240,Lost and Love,34930177,188817,34741360,2015.csv,2015.0,0.005405555202311171,0.9945944447976889
1241,Malignant,34891791,13391791,21500000,2021.csv,2021.0,0.38380921747467767,0.6161907825253223
1242,Secret in Their Eyes,34854990,20180155,14674835,2015.csv,2015.0,0.578974631752871,0.42102536824712905
1243,"Dad, Where Are We Going 2",34840000,0,34840000,2015.csv,2015.0,0.0,1.0
1244,Kidnap,34814102,30971040,3843062,2017.csv,2017.0,0.8896119164584513,0.11038808354154876
1245,Doraemon: Nobita no uchuu eiyuuki,34811747,0,34811747,2015.csv,2015.0,0.0,1.0
1246,Endless Love,34718173,23438250,11279923,2014.csv,2014.0,0.6751003285800782,0.32489967141992177
1247,The Man Standing Next,34664900,113527,34551373,2020.csv,2020.0,0.003274984205925879,0.9967250157940741
1248,R.A.I.D. Special Unit,34598750,0,34598750,2017.csv,2017.0,0.0,1.0
1249,Steve Jobs,34441873,17766658,16675215,2015.csv,2015.0,0.515844710303647,0.484155289696353
1250,My Mom is a Character 3,34360029,0,34360029,2020.csv,2020.0,0.0,1.0
1251,Warrior of the Hornor,34291831,0,34291831,2019.csv,2019.0,0.0,1.0
1252,The House,34284504,25584504,8700000,2017.csv,2017.0,0.7462410423087935,0.2537589576912065
1253,Victor Frankenstein,34227298,5775076,28452222,2015.csv,2015.0,0.16872719546836562,0.8312728045316343
1254,Doraemon the Movie: Nobita's New Dinosaur,34218525,0,34218525,2020.csv,2020.0,0.0,1.0
1255,Noryang: Deadly Sea,34210966,315245,33895721,2023.csv,2023.0,0.009214735415538982,0.990785264584461
1256,The Bob's Burgers Movie,34148750,31933830,2214920,2022.csv,2022.0,0.9351390607269666,0.06486093927303342
1257,The Battle: Roar to Victory,34148707,0,34148707,2019.csv,2019.0,0.0,1.0
1258,Black & White: The Dawn of Justice,34146896,0,34146896,2014.csv,2014.0,0.0,1.0
1259,Alibi.com 2,34117969,0,34117969,2023.csv,2023.0,0.0,1.0
1260,The Bad Guys: The Movie,34024386,166972,33857414,2019.csv,2019.0,0.004907421400638942,0.9950925785993611
1261,"My Love, Don't Cross That River",34012261,0,34012261,2014.csv,2014.0,0.0,1.0
1262,The Witness,33963557,418063,33545494,2015.csv,2015.0,0.012309164202088727,0.9876908357979113
1263,Skyfall 2021 Re-release,33910282,0,33910282,2022.csv,2022.0,0.0,1.0
1264,The Good Liar,33856058,17156058,16700000,2019.csv,2019.0,0.5067352495674482,0.49326475043255186
1265,Hunt,33821338,25994,33795344,2022.csv,2022.0,0.0007685680560597573,0.9992314319439403
1266,Don't Go Breaking My Heart 2,33801759,0,33801759,2014.csv,2014.0,0.0,1.0
1267,The Art of Racing in the Rain,33766787,26395642,7371145,2019.csv,2019.0,0.7817042823766442,0.21829571762335576
1268,I Want to Eat Your Pancreas,33748006,277019,33470987,2017.csv,2017.0,0.008208455338072419,0.9917915446619275
1269,Deliver Us from Evil,33718703,0,33718703,2020.csv,2020.0,0.0,1.0
1270,Nobody's Fool,33705333,31713110,1992223,2018.csv,2018.0,0.9408929441521909,0.05910705584780901
1271,Get on Up,33448971,30703100,2745871,2014.csv,2014.0,0.9179086555457865,0.08209134445421355
1272,Girls,33325338,0,33325338,2014.csv,2014.0,0.0,1.0
1273,Licorice Pizza,33274040,17318007,15956033,2021.csv,2021.0,0.5204660149473884,0.4795339850526116
1274,Perfect Strangers,33262366,1014507,32247859,2017.csv,2017.0,0.03050014541960124,0.9694998545803988
1275,Brightburn,33224654,17300439,15924215,2019.csv,2019.0,0.5207108853563983,0.4792891146436017
1276,Project Almanac,33213241,22348241,10865000,2015.csv,2015.0,0.6728714310054836,0.32712856899451637
1277,Bharat,33185983,2971549,30214434,2019.csv,2019.0,0.08954229259986062,0.9104577074001394
1278,Baaghi 2,33139063,1319579,31819484,2018.csv,2018.0,0.039819442088631175,0.9601805579113688
1279,Sleepless,32917353,20783704,12133649,2017.csv,2017.0,0.6313905009312262,0.3686094990687738
1280,Respect,32882823,24278399,8604424,2021.csv,2021.0,0.7383307388176495,0.26166926118235045
1281,Tad the Lost Explorer and the Emerald Tablet,32849430,67599,32781831,2022.csv,2022.0,0.002057843926058991,0.997942156073941
1282,Hindi Medium,32841493,0,32841493,2017.csv,2017.0,0.0,1.0
1283,The Crossing,32806475,0,32806475,2014.csv,2014.0,0.0,1.0
1284,Fly Me to the Saitama,32802347,0,32802347,2019.csv,2019.0,0.0,1.0
1285,Old Boys: The Way of the Dragon,32800000,0,32800000,2014.csv,2014.0,0.0,1.0
1286,Big Red Envelope,32800000,0,32800000,2021.csv,2021.0,0.0,1.0
1287,Steel Rain,32783733,0,32783733,2017.csv,2017.0,0.0,1.0
1288,BTS Permission to Dance on Stage - Seoul: Live Viewing,32600000,6840000,25760000,2022.csv,2022.0,0.2098159509202454,0.7901840490797546
1289,The Hurricane Heist,32517248,6115825,26401423,2018.csv,2018.0,0.18807941557661953,0.8119205844233804
1290,Don't Call it Mystery: The Movie,32488540,0,32488540,2023.csv,2023.0,0.0,1.0
1291,UglyDolls,32450241,20150241,12300000,2019.csv,2019.0,0.6209581309426947,0.3790418690573053
1292,The House That Never Dies II,32433588,0,32433588,2017.csv,2017.0,0.0,1.0
1293,Stuber,32390945,22370452,10020493,2019.csv,2019.0,0.6906390659488323,0.3093609340511677
1294,Hit Me Anyone One More Time!,32333512,0,32333512,2019.csv,2019.0,0.0,1.0
1295,The Bremen Town Musicians,32306251,0,32306251,2023.csv,2023.0,0.0,1.0
1296,Masquerade Night,32287400,0,32287400,2021.csv,2021.0,0.0,1.0
1297,Somewhere Winter,32218990,0,32218990,2019.csv,2019.0,0.0,1.0
1298,Once Upon a Time in Hong Kong,32218874,0,32218874,2021.csv,2021.0,0.0,1.0
1299,Home Sweet Home,32178677,0,32178677,2021.csv,2021.0,0.0,1.0
1300,The Kid Who Would Be King,32140970,16790790,15350180,2019.csv,2019.0,0.5224108046521309,0.4775891953478691
1301,Shin Ultraman,32137136,601490,31535646,2022.csv,2022.0,0.018716353566789523,0.9812836464332104
1302,Two Tigers,32001580,0,32001580,2019.csv,2019.0,0.0,1.0
1303,Os Dez Mandamentos - O Filme,31998251,0,31998251,2016.csv,2016.0,0.0,1.0
1304,Dilwale,31994323,4871263,27123060,2015.csv,2015.0,0.15225397955756087,0.8477460204424391
1305,Suffragette,31972096,4702420,27269676,2015.csv,2015.0,0.1470788777814254,0.8529211222185746
1306,All About Me,31920159,0,31920159,2018.csv,2018.0,0.0,1.0
1307,Bounty Hunters,31918573,0,31918573,2016.csv,2016.0,0.0,1.0
1308,Bad Times at the El Royale,31882724,17839115,14043609,2018.csv,2018.0,0.5595229253309724,0.44047707466902764
1309,Tinker Bell and the Legend of the NeverBeast,31836701,0,31836701,2014.csv,2014.0,0.0,1.0
1310,Self/less,31807156,12279691,19527465,2015.csv,2015.0,0.38606692783221486,0.6139330721677851
1311,The Three Musketeers - Part I: D'Artagnan,31775688,0,31775688,2023.csv,2023.0,0.0,1.0
1312,Beautiful Boy,31711319,7649973,24061346,2018.csv,2018.0,0.24123793147803155,0.7587620685219685
1313,Hunter Killer,31672678,15767460,15905218,2018.csv,2018.0,0.49782528651350544,0.5021747134864946
1314,Ae Dil Hai Mushkil,31668920,4264983,27403937,2016.csv,2016.0,0.1346740905594507,0.8653259094405493
1315,Anna,31626978,7743794,23883184,2019.csv,2019.0,0.2448477372703772,0.7551522627296228
1316,Super Troopers 2,31626386,30617396,1008990,2018.csv,2018.0,0.9680965760678442,0.03190342393215589
1317,The Four 3,31521335,0,31521335,2014.csv,2014.0,0.0,1.0
1318,Harry Potter and the Sorcerer's Stone 2020 Re-release,31501815,0,31501815,2020.csv,2020.0,0.0,1.0
1319,Wild Tales,31478893,3106530,28372363,2014.csv,2014.0,0.0986861259701858,0.9013138740298142
1320,Assassination Classroom: The Graduation,31352921,0,31352921,2016.csv,2016.0,0.0,1.0
1321,Tazza: The Hidden Card,31278476,251555,31026921,2014.csv,2014.0,0.008042431479078457,0.9919575685209215
1322,Perfect Strangers,31254929,0,31254929,2016.csv,2016.0,0.0,1.0
1323,Amsterdam,31245810,14947969,16297841,2022.csv,2022.0,0.47839915175826775,0.5216008482417323
1324,Saving Mr. Wu,31222161,92696,31129465,2015.csv,2015.0,0.0029689168536412326,0.9970310831463588
